region,country,event,category,year,year_start,year_end,decade,summary
Avrupa,İrlanda,Paskalya Ayaklanması,Savaş/Çatışma,1916,1916,1916,1910,İngiliz yönetimine karşı başarısız ama etkili bağımsızlık girişimi.
Avrupa,İrlanda,İrlanda Bağımsızlık Savaşı,Savaş/Çatışma,1919,1919,1921,1910,İngiltere'ye karşı gerilla savaşı ve Serbest Devlet'in kuruluşu.
Avrupa,İrlanda,Kuzey İrlanda Sorunu (Troubles),Savaş/Çatışma,1968,1968,1998,1960,Katolikler ve Protestanlar arasında 30 yıl süren çatışma dönemi.
Avrupa,İrlanda,Kanlı Pazar,Savaş/Çatışma,1972,1972,1972,1970,İngiliz askerlerinin sivil göstericilere ateş açarak 14 kişiyi öldürmesi.
Avrupa,İrlanda,Hayırlı Cuma Anlaşması,Devrim/Rejim Değişikliği,1998,1998,1998,1990,Kuzey İrlanda barış sürecini başlatan tarihi anlaşma.
Avrupa,İrlanda,Kelt Kaplanı Ekonomisi,Devrim/Rejim Değişikliği,1995,1995,2007,1990,Hızlı ekonomik büyüme ve modernleşme dönemi.
Avrupa,İrlanda,AB Üyeliği (AET),Devrim/Rejim Değişikliği,1973,1973,1973,1970,Avrupa Topluluğu'na katılım.
Avrupa,İrlanda,Eşcinsel Evlilik Referandumu,Kültür & Toplum,2015,2015,2015,2010,Halk oylamasıyla evlilik eşitliğinin kabul edildiği ilk ülke.
Avrupa,İrlanda,Kürtaj Yasağı Kaldırılması,Devrim/Rejim Değişikliği,2018,2018,2018,2010,Referandumla anayasal değişikliğin kabulü.
Avrupa,İrlanda,Leo Varadkar Başbakanlığı,Önemli Lider,2017,2017,2020,2010,İrlanda'nın ilk eşcinsel ve göçmen kökenli başbakanı.
Avrupa,İsviçre,BM Üyeliği,Devrim/Rejim Değişikliği,2002,2002,2002,2000,Tam tarafsızlığın ardından Birleşmiş Milletler'e geç katılım.
Avrupa,İsviçre,Kadınlara Seçme Hakkı,Devrim/Rejim Değişikliği,1971,1971,1971,1970,Batı dünyasında kadınlara oy hakkını en geç veren ülkelerden biri.
Avrupa,İsviçre,Schengen Katılımı,Devrim/Rejim Değişikliği,2008,2008,2008,2000,AB üyesi olmadan sınır kontrollerinin kaldırılması.
Avrupa,İsviçre,Alp Tüneli (Gotthard),Kültür & Toplum,2016,2016,2016,2010,Dünyanın en uzun demiryolu tünelinin açılışı.
Avrupa,İsviçre,Credit Suisse Krizi,Ekonomi,2023,2023,2023,2020,Bankacılık devinin iflası ve UBS tarafından satın alınması.
Avrupa,İsviçre,Ukrayna Barış Zirvesi,Devrim/Rejim Değişikliği,2024,2024,2024,2020,Küresel liderlerin katıldığı barış konferansına ev sahipliği.
Avrupa,İsviçre,COVID-19 Referandumları,Kültür & Toplum,2021,2021,2021,2020,Pandemi önlemlerinin halk oylamasıyla onanması.
Avrupa,İsviçre,CERN Higgs Bozonu,Kültür & Toplum,2012,2012,2012,2010,Tanrı parçacığının Cenevre'deki laboratuvarda keşfi.
Avrupa,İsviçre,FIFA Rüşvet Skandalı,Kültür & Toplum,2015,2015,2015,2010,Zürih merkezli futbolda yolsuzluk operasyonu.
Avrupa,İsviçre,Minare Yasağı,Kültür & Toplum,2009,2009,2009,2000,Referandumla yeni minare yapımının yasaklanması.
